step,true_id,x,y,vx,vy
0,1,-43.342616669804919,68.024653774082182,-13.074867222177661,6.523076402005092
0,2,92.429432594766624,92.935255515861314,-5.1272257832883765,-1.4447671181769446
0,3,-56.644770956685171,22.947181595935511,16.695780925599088,-5.7653006266437874
1,1,-43.996360030913799,68.350807594182442,-13.074867222177661,6.523076402005092
1,2,92.173071305602207,92.863017159952463,-5.1272257832883765,-1.4447671181769446
1,3,-55.80998191040522,22.65891656460332,16.695780925599088,-5.7653006266437874
2,1,-44.650103392022679,68.676961414282701,-13.074867222177661,6.523076402005092
2,2,91.91671001643779,92.790778804043612,-5.1272257832883765,-1.4447671181769446
2,3,-54.975192864125269,22.370651533271129,16.695780925599088,-5.7653006266437874
3,1,-45.303846753131559,69.00311523438296,-13.074867222177661,6.523076402005092
3,2,91.660348727273373,92.71854044813476,-5.1272257832883765,-1.4447671181769446
3,3,-54.140403817845318,22.082386501938938,16.695780925599088,-5.7653006266437874
4,1,-45.957590114240439,69.32926905448322,-13.074867222177661,6.523076402005092
4,2,91.403987438108956,92.646302092225909,-5.1272257832883765,-1.4447671181769446
4,3,-53.305614771565367,21.794121470606747,16.695780925599088,-5.7653006266437874
5,1,-46.611333475349319,69.655422874583479,-13.074867222177661,6.523076402005092
5,2,91.147626148944539,92.574063736317058,-5.1272257832883765,-1.4447671181769446
5,3,-52.470825725285415,21.505856439274556,16.695780925599088,-5.7653006266437874
6,1,-47.265076836458199,69.981576694683739,-13.074867222177661,6.523076402005092
6,2,90.891264859780122,92.501825380408206,-5.1272257832883765,-1.4447671181769446
6,3,-51.636036679005464,21.217591407942365,16.695780925599088,-5.7653006266437874
7,1,-47.918820197567079,70.307730514783998,-13.074867222177661,6.523076402005092
7,2,90.634903570615705,92.429587024499355,-5.1272257832883765,-1.4447671181769446
7,3,-50.801247632725513,20.929326376610174,16.695780925599088,-5.7653006266437874
8,1,-48.572563558675959,70.633884334884257,-13.074867222177661,6.523076402005092
8,2,90.378542281451288,92.357348668590504,-5.1272257832883765,-1.4447671181769446
8,3,-49.966458586445562,20.641061345277983,16.695780925599088,-5.7653006266437874
9,1,-49.22630691978484,70.960038154984517,-13.074867222177661,6.523076402005092
9,2,90.122180992286872,92.285110312681653,-5.1272257832883765,-1.4447671181769446
9,3,-49.13166954016561,20.352796313945792,16.695780925599088,-5.7653006266437874
10,1,-49.88005028089372,71.286191975084776,-13.074867222177661,6.523076402005092
10,2,89.865819703122455,92.212871956772801,-5.1272257832883765,-1.4447671181769446
10,3,-48.296880493885659,20.064531282613601,16.695780925599088,-5.7653006266437874
11,1,-50.5337936420026,71.612345795185036,-13.074867222177661,6.523076402005092
11,2,89.609458413958038,92.14063360086395,-5.1272257832883765,-1.4447671181769446
11,3,-47.462091447605708,19.77626625128141,16.695780925599088,-5.7653006266437874
12,1,-51.18753700311148,71.938499615285295,-13.074867222177661,6.523076402005092
12,2,89.353097124793621,92.068395244955099,-5.1272257832883765,-1.4447671181769446
12,3,-46.627302401325757,19.488001219949219,16.695780925599088,-5.7653006266437874
13,1,-51.84128036422036,72.264653435385554,-13.074867222177661,6.523076402005092
13,2,89.096735835629204,91.996156889046247,-5.1272257832883765,-1.4447671181769446
13,3,-45.792513355045806,19.199736188617027,16.695780925599088,-5.7653006266437874
14,1,-52.49502372532924,72.590807255485814,-13.074867222177661,6.523076402005092
14,2,88.840374546464787,91.923918533137396,-5.1272257832883765,-1.4447671181769446
14,3,-44.957724308765854,18.911471157284836,16.695780925599088,-5.7653006266437874
15,1,-53.14876708643812,72.916961075586073,-13.074867222177661,6.523076402005092
15,2,88.58401325730037,91.851680177228545,-5.1272257832883765,-1.4447671181769446
15,3,-44.122935262485903,18.623206125952645,16.695780925599088,-5.7653006266437874
16,1,-53.802510447547,73.243114895686332,-13.074867222177661,6.523076402005092
16,2,88.327651968135953,91.779441821319693,-5.1272257832883765,-1.4447671181769446
16,3,-43.288146216205952,18.334941094620454,16.695780925599088,-5.7653006266437874
17,1,-54.45625380865588,73.569268715786592,-13.074867222177661,6.523076402005092
17,2,88.071290678971536,91.707203465410842,-5.1272257832883765,-1.4447671181769446
17,3,-42.453357169926001,18.046676063288263,16.695780925599088,-5.7653006266437874
18,1,-55.10999716976476,73.895422535886851,-13.074867222177661,6.523076402005092
18,2,87.814929389807119,91.634965109501991,-5.1272257832883765,-1.4447671181769446
18,3,-41.61856812364605,17.758411031956072,16.695780925599088,-5.7653006266437874
19,1,-55.76374053087364,74.221576355987111,-13.074867222177661,6.523076402005092
19,2,87.558568100642702,91.56272675359314,-5.1272257832883765,-1.4447671181769446
19,3,-40.783779077366098,17.470146000623881,16.695780925599088,-5.7653006266437874
20,1,-56.417483891982521,74.54773017608737,-13.074867222177661,6.523076402005092
20,2,87.302206811478285,91.490488397684288,-5.1272257832883765,-1.4447671181769446
20,3,-39.948990031086147,17.18188096929169,16.695780925599088,-5.7653006266437874
21,1,-57.071227253091401,74.873883996187629,-13.074867222177661,6.523076402005092
21,2,87.045845522313869,91.418250041775437,-5.1272257832883765,-1.4447671181769446
21,3,-39.114200984806196,16.893615937959499,16.695780925599088,-5.7653006266437874
22,1,-57.724970614200281,75.200037816287889,-13.074867222177661,6.523076402005092
22,2,86.789484233149452,91.346011685866586,-5.1272257832883765,-1.4447671181769446
22,3,-38.279411938526245,16.605350906627308,16.695780925599088,-5.7653006266437874
23,1,-58.378713975309161,75.526191636388148,-13.074867222177661,6.523076402005092
